Pais;Encuesta;Variable;Definición;Valor;Etiqueta;Variable_nuestra;Reclasificacion_nuestra;Observaciones
Ecuador;Encuesta Nacional de Empleo, Desempleo y Subempleo (ENEMDU);p44f;Recibe seguro social;1;Si;Seguridad Social;Acceso;
Ecuador;Encuesta Nacional de Empleo, Desempleo y Subempleo (ENEMDU);p44f;Recibe seguro social;2;No;Seguridad Social;Sin acceso;
Ecuador;Encuesta Nacional de Empleo, Desempleo y Subempleo (ENEMDU);NO HAY;NO HAY;NO HAY;NO HAY;Salud;NO HAY;
Ecuador;Encuesta Nacional de Empleo, Desempleo y Subempleo (ENEMDU);p24;Horas de trabajo en la semana anterior;numerica;;Part Time Involuntario;menos 35 o más;
Ecuador;Encuesta Nacional de Empleo, Desempleo y Subempleo (ENEMDU);p27;Desea trabajar más horas;1;Trabajar más horas en su trabajo actual;Part Time Involuntario;Involuntario;
Ecuador;Encuesta Nacional de Empleo, Desempleo y Subempleo (ENEMDU);p27;Desea trabajar más horas;2;Trabajar más horas en otro trabajo;Part Time Involuntario;Involuntario;
Ecuador;Encuesta Nacional de Empleo, Desempleo y Subempleo (ENEMDU);p27;Desea trabajar más horas;3;Cambiar el trabajo por otro con más horas;Part Time Involuntario;Involuntario;
Ecuador;Encuesta Nacional de Empleo, Desempleo y Subempleo (ENEMDU);p27;Desea trabajar más horas;4;No desea trabajar más horas;Part Time Involuntario;Voluntario;
Ecuador;Encuesta Nacional de Empleo, Desempleo y Subempleo (ENEMDU);NO HAY;NO HAY;NO HAY;NO HAY;Tiempo determinado;NO HAY;
Ecuador;Encuesta Nacional de Empleo, Desempleo y Subempleo (ENEMDU);p63;Ingresos - Patronos Cuenta Propia;numerico;;Ingresos;;
Ecuador;Encuesta Nacional de Empleo, Desempleo y Subempleo (ENEMDU);p66;Ingreso de asalariados y/o empleados domésticos?;numerico;;Ingresos;;
Ecuador;Encuesta Nacional de Empleo, Desempleo y Subempleo (ENEMDU);p67;descuento de asalariados;numerico;;Ingresos;;
Ecuador;Encuesta Nacional de Empleo, Desempleo y Subempleo (ENEMDU);Ingrl;Ingreso laboral;numerico;;Ingresos;;
Canada;Labour Force Survey;FINALWT;Ponderador;numérico;;Ponderador;-;
Canada;Labour Force Survey;No hay;No hay;;Rural;Zona;Rural;
Canada;Labour Force Survey;No hay;No hay;;Urbano;Zona;Urbano;
Canada;Labour Force Survey;lfstat;Estado ocupacional agregado;1;Employed, at work;Cond Actividad;Ocupados;
Canada;Labour Force Survey;lfstat;Estado ocupacional agregado;2;Employed, absent from work;Cond Actividad;Ocupados;
Canada;Labour Force Survey;lfstat;Estado ocupacional agregado;3;Unemployed;Cond Actividad;Resto;
Canada;Labour Force Survey;lfstat;Estado ocupacional agregado;4;Not in labour force;Cond Actividad;Resto;
Canada;Labour Force Survey;COWMAIN;Class of worker, main job;1;Public sector employees;Sector;Resto;
Canada;Labour Force Survey;COWMAIN;Class of worker, main job;2;Private sector employees;Sector;Privado;
Canada;Labour Force Survey;COWMAIN;Class of worker, main job;3;Self-employed incorporated, with paid help;Sector;Privado;
Canada;Labour Force Survey;COWMAIN;Class of worker, main job;4;Self-employed incorporated, no paid help;Sector;Privado;
Canada;Labour Force Survey;COWMAIN;Class of worker, main job;5;Self-employed unincorporated, with paid help;Sector;Privado;
Canada;Labour Force Survey;COWMAIN;Class of worker, main job;6;Self-employed unincorporated, no paid help;Sector;Privado;
Canada;Labour Force Survey;COWMAIN;Class of worker, main job;7;Unpaid family worker;Sector;Privado;
Canada;Labour Force Survey;COWMAIN;Class of worker, main job;1;Public sector employees;Categoria Ocupacional;Resto;
Canada;Labour Force Survey;COWMAIN;Class of worker, main job;2;Private sector employees;Categoria Ocupacional;Asalariados;
Canada;Labour Force Survey;COWMAIN;Class of worker, main job;3;Self-employed incorporated, with paid help;Categoria Ocupacional;Resto;
Canada;Labour Force Survey;COWMAIN;Class of worker, main job;4;Self-employed incorporated, no paid help;Categoria Ocupacional;Resto;
Canada;Labour Force Survey;COWMAIN;Class of worker, main job;5;Self-employed unincorporated, with paid help;Categoria Ocupacional;Resto;
Canada;Labour Force Survey;COWMAIN;Class of worker, main job;6;Self-employed unincorporated, no paid help;Categoria Ocupacional;Resto;
Canada;Labour Force Survey;COWMAIN;Class of worker, main job;7;Unpaid family worker;Categoria Ocupacional;Resto;
Canada;Labour Force Survey;estsize;Establishment size;1;Less than 20 employees;Tamaño;Pequeño;
Canada;Labour Force Survey;estsize;Establishment size;2;20 to 99 employees;Tamaño;Mediano;
Canada;Labour Force Survey;estsize;Establishment size;3;100 to 500 employees;Tamaño;Grande;
Canada;Labour Force Survey;estsize;Establishment size;4;More than 500 employees;Tamaño;Grande;
Canada;Labour Force Survey;noc_10;Occupation at main job Codes based on the 2016 NOC;1;Management occupations;Calificación;Alta;
Canada;Labour Force Survey;noc_10;Occupation at main job Codes based on the 2016 NOC;2;Business, finance and administration occupations;Calificación;Alta;
Canada;Labour Force Survey;noc_10;Occupation at main job Codes based on the 2016 NOC;3;Natural and applied sciences and related occupations;Calificación;Alta;
Canada;Labour Force Survey;noc_10;Occupation at main job Codes based on the 2016 NOC;4;Health occupations;Calificación;Media;
Canada;Labour Force Survey;noc_10;Occupation at main job Codes based on the 2016 NOC;5;Occupations in education, law and social, community and government services;Calificación;Media;
Canada;Labour Force Survey;noc_10;Occupation at main job Codes based on the 2016 NOC;6;Occupations in art, culture, recreation and sport;Calificación;Media;
Canada;Labour Force Survey;noc_10;Occupation at main job Codes based on the 2016 NOC;7;Sales and service occupations;Calificación;Media;
Canada;Labour Force Survey;noc_10;Occupation at main job Codes based on the 2016 NOC;8;Trades, transport and equipment operators and related occupations;Calificación;Media;
Canada;Labour Force Survey;noc_10;Occupation at main job Codes based on the 2016 NOC;9;Natural resources, agriculture and related production occupations;Calificación;Baja;
Canada;Labour Force Survey;noc_10;Occupation at main job Codes based on the 2016 NOC;10;Occupations in manufacturing and utilities;Calificación;Baja;
Canada;Labour Force Survey;NO HAY;NO HAY;NO HAY;NO HAY;Seguridad Social;NO HAY;
Canada;Labour Force Survey;NO HAY;NO HAY;NO HAY;NO HAY;Registración;NO HAY;
Canada;Labour Force Survey;NO HAY;NO HAY;NO HAY;NO HAY;Salud;NO HAY;
Canada;Labour Force Survey;UHRSMAIN;Usual hours worked per week at main job;numerica;-;Part Time Involuntario;menos 35 o más;
Canada;Labour Force Survey;whypt;Reason for part-time work;0;Other reasons;Part Time Involuntario;Voluntario;
Canada;Labour Force Survey;whypt;Reason for part-time work;1;Own illness or disability;Part Time Involuntario;Voluntario;
Canada;Labour Force Survey;whypt;Reason for part-time work;2;Caring for children;Part Time Involuntario;Voluntario;
Canada;Labour Force Survey;whypt;Reason for part-time work;3;Other personal or family responsibilities;Part Time Involuntario;Voluntario;
Canada;Labour Force Survey;whypt;Reason for part-time work;4;Going to school;Part Time Involuntario;Voluntario;
Canada;Labour Force Survey;whypt;Reason for part-time work;5;Personal preference;Part Time Involuntario;Voluntario;
Canada;Labour Force Survey;whypt;Reason for part-time work;6;Business conditions or could not find full-time work, looked for full-time work in last month;Part Time Involuntario;Involuntario;
Canada;Labour Force Survey;whypt;Reason for part-time work;7;Business conditions or could not find full-time work, did not look for full-time work in last month;Part Time Involuntario;Involuntario;
Canada;Labour Force Survey;whypt;Reason for part-time work;blank;Not applicable;Part Time Involuntario;-;
Canada;Labour Force Survey;permtemp;Job permanency, employees only;1;Permanent;Tiempo determinado;no temporal;
Canada;Labour Force Survey;permtemp;Job permanency, employees only;2;Temporary, seasonal job;Tiempo determinado;temporal;
Canada;Labour Force Survey;permtemp;Job permanency, employees only;3;Temporary, term or contract job;Tiempo determinado;temporal;
Canada;Labour Force Survey;permtemp;Job permanency, employees only;4;Temporary, casual or other temorary jobs;Tiempo determinado;temporal;
Canada;Labour Force Survey;HRLYEARN;Usual hourly wages, employees only;numerico;;Ingresos;;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);cise;Clasificación internacional de categoría de empleo;0;No corresponde;Sector;Resto;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);cise;Clasificación internacional de categoría de empleo;1;Empleador;Sector;Privado sin SD;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);cise;Clasificación internacional de categoría de empleo;2;Cuenta propia;Sector;Privado sin SD;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);cise;Clasificación internacional de categoría de empleo;3;Asalariado sector privado;Sector;Privado sin SD;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);cise;Clasificación internacional de categoría de empleo;4;Asalariado sector público;Sector;Publico;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);cise;Clasificación internacional de categoría de empleo;5;Personal de servicio doméstico puertas afuera;Sector;SD;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);cise;Clasificación internacional de categoría de empleo;6;Personal de servicio doméstico puertas adentro;Sector;SD;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);cise;Clasificación internacional de categoría de empleo;7;Familiar o personal no remunerado;Sector;Privado sin SD;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);cise;Clasificación internacional de categoría de empleo;0;No corresponde;Categoria Ocupacional;Resto;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);cise;Clasificación internacional de categoría de empleo;1;Empleador;Categoria Ocupacional;No asalariados;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);cise;Clasificación internacional de categoría de empleo;2;Cuenta propia;Categoria Ocupacional;No asalariados;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);cise;Clasificación internacional de categoría de empleo;3;Asalariado sector privado;Categoria Ocupacional;Asalariados;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);cise;Clasificación internacional de categoría de empleo;4;Asalariado sector público;Categoria Ocupacional;Asalariados;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);cise;Clasificación internacional de categoría de empleo;5;Personal de servicio doméstico puertas afuera;Categoria Ocupacional;Asalariados;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);cise;Clasificación internacional de categoría de empleo;6;Personal de servicio doméstico puertas adentro;Categoria Ocupacional;Asalariados;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);cise;Clasificación internacional de categoría de empleo;7;Familiar o personal no remunerado;Categoria Ocupacional;No asalariados;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);tipo;Tipo estrato;1;Ciudad (CD);Zona;Urbano;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);tipo;Tipo estrato;2;Resto área urbana (RAU);Zona;Urbano;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);tipo;Tipo estrato;3;Rural;Zona;Rural;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);fact_cal_esi;Factor de expansión ESI con nueva calibración, proyecciones de población;numérico;-;Ponderador;-;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);cse_especifico;Código sumario empleo específico;0;Menor de 15 años;Cond Actividad;Inactivo;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);cse_especifico;Código sumario empleo específico;1;Ocupado tradicional;Cond Actividad;Ocupados;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);cse_especifico;Código sumario empleo específico;2;Ocupado sin remuneración tradicional;Cond Actividad;Ocupados;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);cse_especifico;Código sumario empleo específico;3;Ocupado no tradicional;Cond Actividad;Ocupados;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);cse_especifico;Código sumario empleo específico;4;Ocupado sin remuneración no tradicional;Cond Actividad;Ocupados;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);cse_especifico;Código sumario empleo específico;5;Ocupado ausentes con vínculo efectivo;Cond Actividad;Ocupados;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);cse_especifico;Código sumario empleo específico;6;Ocupado ausente con pronto retorno;Cond Actividad;Ocupados;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);cse_especifico;Código sumario empleo específico;7;Ocupado ausente con sueldo o ganancia;Cond Actividad;Ocupados;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);cse_especifico;Código sumario empleo específico;8;Cesante;Cond Actividad;Desocupado;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);cse_especifico;Código sumario empleo específico;9;Busca trabajo por primera vez;Cond Actividad;Desocupado;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);cse_especifico;Código sumario empleo específico;10;Iniciador (Disponible);Cond Actividad;Inactivo;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);cse_especifico;Código sumario empleo específico;11;Iniciador (No disponible);Cond Actividad;Inactivo;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);cse_especifico;Código sumario empleo específico;12;Razones familiares permanentes (Potencial);Cond Actividad;Inactivo;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);cse_especifico;Código sumario empleo específico;13;Razones familiares permanentes (Habitual);Cond Actividad;Inactivo;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);cse_especifico;Código sumario empleo específico;14;Razones de estudio (Potencial);Cond Actividad;Inactivo;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);cse_especifico;Código sumario empleo específico;15;Razones de estudio (Habitual);Cond Actividad;Inactivo;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);cse_especifico;Código sumario empleo específico;16;Razones de jubilación (Potencial);Cond Actividad;Inactivo;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);cse_especifico;Código sumario empleo específico;17;Razones de jubilación (Habitual);Cond Actividad;Inactivo;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);cse_especifico;Código sumario empleo específico;18;Razones de pensión o montepiado (Potencial);Cond Actividad;Inactivo;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);cse_especifico;Código sumario empleo específico;19;Razones de pensión o montepiado (Habitual);Cond Actividad;Inactivo;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);cse_especifico;Código sumario empleo específico;20;Razones de salud permanentes (Potencial);Cond Actividad;Inactivo;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);cse_especifico;Código sumario empleo específico;21;Razones de salud permanentes (Habitual);Cond Actividad;Inactivo;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);cse_especifico;Código sumario empleo específico;22;Razones personales temporales (Potencial);Cond Actividad;Inactivo;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);cse_especifico;Código sumario empleo específico;23;Razones personales temporales (Habitual);Cond Actividad;Inactivo;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);cse_especifico;Código sumario empleo específico;24;Sin deseo de trabajar;Cond Actividad;Inactivo;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);cse_especifico;Código sumario empleo específico;25;Razones estacionales;Cond Actividad;Inactivo;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);cse_especifico;Código sumario empleo específico;26;Razones de desaliento;Cond Actividad;Inactivo;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);cse_especifico;Código sumario empleo específico;27;Otras razones (Potencial);Cond Actividad;Inactivo;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);cse_especifico;Código sumario empleo específico;28;Otras razones (Habitual);Cond Actividad;Inactivo;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);habituales;Horas habituales trabajadas;numérico;-;Part Time Involuntario;Menos de 35 horas;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);c10;Si de usted dependiera, ¿trabajaría habitualmente más horas de las que trabaja en la actualidad?;1;Si;Part Time Involuntario;Involuntario;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);c10;Si de usted dependiera, ¿trabajaría habitualmente más horas de las que trabaja en la actualidad?;2;No;Part Time Involuntario;Voluntario;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);b9;¿La duración de ese contrato o acuerdo de trabajo es...;1;…definido, es decir, con plazo de término o a plazo fijo?;Tiempo determinado;temporal;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);b9;¿La duración de ese contrato o acuerdo de trabajo es...;2;…indefinido, es decir, sin plazo de término?;Tiempo determinado;no temporal;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);b7a_1;Su empleador, ¿cotiza por usted en el sistema previsional o de pensión?;1;Si;Registración;Registrado;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);b7a_1;Su empleador, ¿cotiza por usted en el sistema previsional o de pensión?;2;No;Registración;No registrado;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);b7a_1;Su empleador, ¿cotiza por usted en el sistema previsional o de pensión?;88;No sabe;Registración;Resto;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);b7a_1;Su empleador, ¿cotiza por usted en el sistema previsional o de pensión?;99;No responde;Registración;Resto;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);d6_1_opcion;Salud (ISAPRE o FONASA);1;Si;Salud;Con cobertura;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);d6_1_opcion;Salud (ISAPRE o FONASA);2;No;Salud;Sin Cobertura;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);b15_1;En todo el país, ¿cuántas personas trabajan en esa empresa, negocio, institución que le paga o en esa actividad por cuenta propia, incluyendo a...?;1;Menos de 5;Tamaño;Pequeño;"Es ""en todo el país"""
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);b15_1;En todo el país, ¿cuántas personas trabajan en esa empresa, negocio, institución que le paga o en esa actividad por cuenta propia, incluyendo a...?;2;De 5 a 10 personas;Tamaño;Pequeño;"Es ""en todo el país"""
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);b15_1;En todo el país, ¿cuántas personas trabajan en esa empresa, negocio, institución que le paga o en esa actividad por cuenta propia, incluyendo a...?;3;Entre 11 y 49;Tamaño;Mediano;"Es ""en todo el país"""
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);b15_1;En todo el país, ¿cuántas personas trabajan en esa empresa, negocio, institución que le paga o en esa actividad por cuenta propia, incluyendo a...?;4;Entre 50 y 199;Tamaño;Grande;"Es ""en todo el país"""
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);b15_1;En todo el país, ¿cuántas personas trabajan en esa empresa, negocio, institución que le paga o en esa actividad por cuenta propia, incluyendo a...?;5;200 y más personas;Tamaño;Grande;"Es ""en todo el país"""
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);b1;b1. Grupo de ocupación según CIUO 08 - 1 dígito;1;Directores, gerentes y administradores;Calificación;Alta;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);b1;b1. Grupo de ocupación según CIUO 08 - 1 dígito;2;Profesionales, cientificos e intelectuales;Calificación;Alta;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);b1;b1. Grupo de ocupación según CIUO 08 - 1 dígito;3;Tecnicos y profesionales de nivel medio;Calificación;Alta;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);b1;b1. Grupo de ocupación según CIUO 08 - 1 dígito;4;Personal de apoyo administrativo;Calificación;Media;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);b1;b1. Grupo de ocupación según CIUO 08 - 1 dígito;5;Trabajadores de los servicios y vendedores de comercios y mercados;Calificación;Media;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);b1;b1. Grupo de ocupación según CIUO 08 - 1 dígito;6;Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros;Calificación;Media;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);b1;b1. Grupo de ocupación según CIUO 08 - 1 dígito;7;Artesanos y operarios de oficios;Calificación;Media;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);b1;b1. Grupo de ocupación según CIUO 08 - 1 dígito;8;Operadores de instalaciones, máquinas y ensambladores;Calificación;Media;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);b1;b1. Grupo de ocupación según CIUO 08 - 1 dígito;9;Ocupaciones elementales;Calificación;Baja;
Chile;Encuesta Nacional de Empleo (ENE) – módulo Encuesta Suplementaria de Ingresos (ESI);b1;b1. Grupo de ocupación según CIUO 08 - 1 dígito;10;No identificado;Calificación;Ns/Nc;
Uruguay;Encuesta Continua de Hogares;f73;CATEGORÍA DE LA OCUPACIÓN;1;Asalariado/a privado/a;Sector;Privado sin SD;
Uruguay;Encuesta Continua de Hogares;f73;CATEGORÍA DE LA OCUPACIÓN;2;Asalariado/a público/a;Sector;Publico;
Uruguay;Encuesta Continua de Hogares;f73;CATEGORÍA DE LA OCUPACIÓN;3;Miembro de cooperativa de producción o trabajo;Sector;Privado sin SD;
Uruguay;Encuesta Continua de Hogares;f73;CATEGORÍA DE LA OCUPACIÓN;4;Patrón/a;Sector;Privado sin SD;
Uruguay;Encuesta Continua de Hogares;f73;CATEGORÍA DE LA OCUPACIÓN;5;Cuenta propia sin local ni inversión;Sector;Privado sin SD;
Uruguay;Encuesta Continua de Hogares;f73;CATEGORÍA DE LA OCUPACIÓN;6;Cuenta propia con local o inversión;Sector;Privado sin SD;
Uruguay;Encuesta Continua de Hogares;f73;CATEGORÍA DE LA OCUPACIÓN;7;Miembro del hogar no remunerado;Sector;Privado sin SD;
Uruguay;Encuesta Continua de Hogares;f73;CATEGORÍA DE LA OCUPACIÓN;8;Trabajador/a de un programa social de empleo;Sector;Publico;
Uruguay;Encuesta Continua de Hogares;f71_2;TAREAS QUE PROPORCIONAN MAYORES INGRESOS (Clasificador Internacional Uniforme de Ocupacion año 2008 (CIUO_08));9111;Limpiadores y asistentes domésticos;Sector;SD;
Uruguay;Encuesta Continua de Hogares;f73;CATEGORÍA DE LA OCUPACIÓN;1;Asalariado/a privado/a;Categoria Ocupacional;Asalariados;
Uruguay;Encuesta Continua de Hogares;f73;CATEGORÍA DE LA OCUPACIÓN;2;Asalariado/a público/a;Categoria Ocupacional;Asalariados;
Uruguay;Encuesta Continua de Hogares;f73;CATEGORÍA DE LA OCUPACIÓN;3;Miembro de cooperativa de producción o trabajo;Categoria Ocupacional;No asalariados;
Uruguay;Encuesta Continua de Hogares;f73;CATEGORÍA DE LA OCUPACIÓN;4;Patrón/a;Categoria Ocupacional;No asalariados;
Uruguay;Encuesta Continua de Hogares;f73;CATEGORÍA DE LA OCUPACIÓN;5;Cuenta propia sin local ni inversión;Categoria Ocupacional;No asalariados;
Uruguay;Encuesta Continua de Hogares;f73;CATEGORÍA DE LA OCUPACIÓN;6;Cuenta propia con local o inversión;Categoria Ocupacional;No asalariados;
Uruguay;Encuesta Continua de Hogares;f73;CATEGORÍA DE LA OCUPACIÓN;7;Miembro del hogar no remunerado;Categoria Ocupacional;No asalariados;
Uruguay;Encuesta Continua de Hogares;f73;CATEGORÍA DE LA OCUPACIÓN;8;Trabajador/a de un programa social de empleo;Categoria Ocupacional;Asalariados;
Uruguay;Encuesta Continua de Hogares;REGION_4;REGION_4;1;Montevideo;Zona;Urbano;
Uruguay;Encuesta Continua de Hogares;REGION_4;REGION_4;2;Interior, localidades de 5000 habitantes o más;Zona;Urbano;
Uruguay;Encuesta Continua de Hogares;REGION_4;REGION_4;3;Interior, localidades de menos de 5000 habitantes;Zona;Urbano;
Uruguay;Encuesta Continua de Hogares;REGION_4;REGION_4;4;Zona rural;Zona;Rural;
Uruguay;Encuesta Continua de Hogares;PESOMEN;PONDERADOR DEL MES;numérico;-;Ponderador;-;
Uruguay;Encuesta Continua de Hogares;pobpcoac;CONDICIÓN DE ACTIVIDAD ECONÓMICA;1;Menores de 14 años;Cond Actividad;;
Uruguay;Encuesta Continua de Hogares;pobpcoac;CONDICIÓN DE ACTIVIDAD ECONÓMICA;2;Ocupados;Cond Actividad;Ocupado;
Uruguay;Encuesta Continua de Hogares;pobpcoac;CONDICIÓN DE ACTIVIDAD ECONÓMICA;3;Desocupados buscan trabajo por primera vez;Cond Actividad;Desocupado;
Uruguay;Encuesta Continua de Hogares;pobpcoac;CONDICIÓN DE ACTIVIDAD ECONÓMICA;4;Desocupados propiamente dichos;Cond Actividad;Desocupado;
Uruguay;Encuesta Continua de Hogares;pobpcoac;CONDICIÓN DE ACTIVIDAD ECONÓMICA;5;Desocupados en seguro de paro;Cond Actividad;Desocupado;
Uruguay;Encuesta Continua de Hogares;pobpcoac;CONDICIÓN DE ACTIVIDAD ECONÓMICA;6;Inactivo, realiza quehaceres del hogar;Cond Actividad;Inactivo;
Uruguay;Encuesta Continua de Hogares;pobpcoac;CONDICIÓN DE ACTIVIDAD ECONÓMICA;7;Inactivo, estudiante;Cond Actividad;Inactivo;
Uruguay;Encuesta Continua de Hogares;pobpcoac;CONDICIÓN DE ACTIVIDAD ECONÓMICA;8;Inactivo, rentista;Cond Actividad;Inactivo;
